"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Nesting Grounds","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","276","False","False",""
"1","1","Nesting Grounds","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","276","False","False",""
"1","1","Nesting Grounds","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","302","False","False","1.20"
"1","1","Netherborn Altar","c20","Near Mint","English","","","2026-03-01 15:11:23.657000","45","False","False","2.17"
"1","1","Nethergoyf","mh3","Near Mint","English","foil","","2026-04-02 19:47:27.573000","103","False","False","84.44"
"1","1","Never // Return","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","96","False","False",""
"2","2","Never // Return","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","96","False","False",""
"1","1","Nevinyrral's Disk","cmm","Near Mint","English","","","2026-02-12 18:59:33.250000","965","False","False","2.91"
"1","1","Nexus of Fate","m19","Near Mint","English","foil","","2025-08-23 13:48:33.477000","306","False","False",""
"1","1","Nezahal, Primal Tide","sld","Near Mint","English","","","2026-04-14 18:13:59.323000","2236","False","False",""
"1","1","Nezumi Informant","mom","Near Mint","English","foil","","2026-03-05 19:30:33.273000","120","False","False","1.79"
"1","1","Nicol Bolas, God-Pharaoh","2x2","Near Mint","English","","","2026-04-14 18:13:59.323000","260","False","False",""
"1","1","Nicol Bolas, the Ravager // Nicol Bolas, the Arisen","sld","Near Mint","English","","","2026-04-14 18:13:59.323000","1211","False","False",""
"1","1","Nightkin Ambusher","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","112","False","False",""
"1","1","Nightkin Ambusher","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","112","False","False",""
"1","1","Night's Whisper","plst","Near Mint","English","","","2026-04-17 19:40:46.677000","EMA-100","False","False",""
"1","1","Night's Whisper","dsc","Near Mint","English","","","2026-01-20 20:02:13.960000","79","False","True",""
"1","1","Nightscape Familiar","dmr","Near Mint","English","","","2026-04-13 15:45:31.790000","94","False","True",""
"3","3","Nightshade Dryad","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","163","False","False","0.75"
"1","1","Nihil Spellbomb","a25","Near Mint","English","","","2026-03-05 19:30:33.273000","226","False","False","24.73"
"1","1","Nim Deathmantle","2x2","Near Mint","English","","","2025-08-23 13:49:11.057000","309","False","False",""
"1","1","Nimblewright Schematic","clb","Near Mint","English","","","2026-03-08 12:48:53.113000","330","False","False",""
"1","1","Nimbus Maze","ima","Near Mint","English","","","2025-08-23 13:50:26.263000","242","False","False",""
"1","1","Ninja's Blades","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","108","False","False","1.57"
"1","1","Nissa, Resurgent Animist","mat","Near Mint","English","","","2026-04-24 19:17:35.287000","22","False","False",""
"1","1","Noctis, Prince of Lucis","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","235","False","False","1.64"
"1","1","Norin the Wary","tsp","Near Mint","English","","","2026-04-17 19:40:46.677000","171","False","False",""
"1","1","North Pole Gates","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","274","False","False","0.52"
"2","2","North Pole Patrol","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","65","False","False","0.60"
"1","1","Northern Air Temple","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","111","False","False","1.42"
"1","1","Not Dead After All","woe","Near Mint","English","","","2026-01-20 20:08:45.020000","101","False","True",""
"1","1","Not of This World","cmm","Near Mint","English","","","2025-08-23 13:48:13.713000","807","False","False",""
"1","1","Notion Thief","ltc","Near Mint","English","","","2026-04-14 18:14:27.607000","270","False","False",""
"1","1","Nowhere to Run","dsk","Near Mint","English","","","2026-02-15 09:25:02.517000","111","False","True",""
"1","1","Noxious Gearhulk","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","191","False","False",""
"1","1","Noxious Gearhulk","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","191","False","False",""
"1","1","Noxious Ghoul","lgn","Near Mint","English","","","2026-03-18 19:23:36.000000","77","False","False","12.55"
"1","1","Noxious Revival","plst","Near Mint","English","","","2026-04-24 19:17:35.287000","NPH-118","False","False",""
"1","1","Nuclear Fallout","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","47","False","False",""
"1","1","Nuclear Fallout","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","47","False","False",""
"1","1","Nuka-Nuke Launcher","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","138","False","False",""
"1","1","Nuka-Nuke Launcher","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","138","False","False",""
"2","2","Null Elemental Blast","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","12","False","False","1.64"
"1","1","Null Elemental Blast","mh3","Near Mint","English","","","2025-08-23 13:48:13.713000","12","False","False",""
"1","1","Null Rod","wth","Near Mint","English","","","2025-08-23 13:51:16.910000","154","False","False",""
"2","2","Nurturing Peatland","mh1","Near Mint","English","","","2026-04-14 17:56:25.630000","243","False","True",""
"1","1","Nykthos, Shrine to Nyx","ths","Near Mint","English","","","2025-08-23 13:51:16.910000","223","False","False",""
"1","1","Nyla, Shirshu Sleuth","tle","Near Mint","English","","","2026-01-02 19:17:04.463000","109","False","False","3.66"
"1","1","Nyx Weaver","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","298","False","False",""
"1","1","Nyx Weaver","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","298","False","False",""
"4","4","Nyxborn Hydra","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","164","False","False","2.54"
"3","3","Nyxborn Unicorn","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","37","False","False","0.75"
"1","1","Oaken Brawler","lrw","Near Mint","English","","","2026-03-01 15:11:23.657000","33","False","False","1.12"
"1","1","Oath of Eorl","ltc","Near Mint","English","","","2026-03-06 07:15:49.477000","64","False","True",""
"1","1","Oath of Lieges","exo","Near Mint","English","","","2026-03-01 15:11:23.657000","11","False","False","18.76"
"1","1","Ob Nixilis, the Fallen","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","192","False","False",""
"1","1","Ob Nixilis, the Fallen","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","192","False","False",""
"1","1","Oblivion Stone","m3c","Near Mint","English","","","2026-03-05 19:30:33.273000","303","False","False","1.94"
"1","1","Obscuring Haze","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","308","False","False","31.84"
"1","1","Obscuring Haze","tle","Near Mint","English","","","2026-01-20 19:26:14.030000","313","False","True",""
"1","1","Observed Stasis","fic","Near Mint","English","","","2026-04-13 16:35:07.180000","40","False","True",""
"1","1","Obsessive Pursuit","tla","Near Mint","English","","","2026-03-08 12:48:53.113000","112","False","False",""
"1","1","Obsessive Pursuit","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","112","False","False","3.73"
"4","4","Obstinate Gargoyle","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","195","False","False","0.37"
"1","1","Octomancer","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","37","False","False",""
"3","3","Octopus Form","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","66","False","False","0.82"
"1","1","Odric, Lunarch Marshal","inr","Near Mint","English","","","2026-03-06 07:22:10.077000","36","False","True",""
"1","1","Odric, Master Tactician","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","46","False","False","1.94"
"1","1","Ojer Taq, Deepest Foundation // Temple of Civilization","lci","Near Mint","English","","","2025-12-26 19:59:59.350000","26","False","True",""
"1","1","Old Man Willow","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","217","False","False","0.30"
"2","2","Oliphaunt","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","426","False","False","0.90"
"1","1","Oliphaunt","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","139","False","False","0.90"
"1","1","Omashu City","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","275","False","False","0.60"
"3","3","Omega, Heartless Evolution","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","236","False","False","0.45"
"3","3","Omega, Heartless Evolution","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","236","False","False","0.45"
"1","1","Omen of the Sea","thb","Near Mint","English","","","2025-08-23 13:50:26.263000","58","False","False",""
"1","1","Omenpath Journey","big","Near Mint","English","","","2026-04-24 19:17:35.287000","18","False","False",""
"1","1","On Thin Ice","mh1","Near Mint","English","","","2025-08-23 13:51:16.910000","20","False","False",""
"1","1","On Wings of Gold","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","5","False","False",""
"2","2","On Wings of Gold","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","5","False","False",""
"1","1","Ondu Inversion // Ondu Skyruins","znr","Near Mint","English","","","2026-03-07 21:19:03.333000","30","False","True",""
"1","1","Ondu Knotmaster // Throw a Line","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","196","False","False","0.37"
"1","1","Opal Palace","ecc","Near Mint","English","","","2026-03-01 15:11:23.657000","156","False","False","1.35"
"1","1","Open the Way","mat","Near Mint","English","","","2026-04-24 19:17:35.287000","23","False","False",""
"1","1","Opera Love Song","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","147","False","False","1.64"
"1","1","Opera Love Song","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","147","False","False","1.64"
"1","1","Opposition Agent","cmr","Near Mint","English","","","2026-04-13 15:45:39.823000","141","False","True",""
"2","2","Opt","tdc","Near Mint","English","","","2026-03-07 12:51:04.303000","158","False","True",""
"1","1","Opt","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","158","False","False",""
"1","1","Optimistic Scavenger","dsk","Near Mint","English","","","2025-08-23 13:51:16.910000","288","False","False",""
"1","1","Opulent Palace","tdm","Near Mint","English","","","2025-12-25 18:47:54.260000","264","False","False",""
"1","1","Opulent Palace","tdm","Near Mint","English","","","2025-04-08 16:08:38.530000","264","False","False",""
"1","1","Opulent Palace","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","278","False","False",""
"1","1","Opulent Palace","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","278","False","False",""
"1","1","Oracle of Mul Daya","otc","Near Mint","English","","","2026-04-24 19:17:35.287000","200","False","False",""
"1","1","Orbital Plunge","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","149","False","False","0.15"
"1","1","Orcish Bowmasters","ltr","Near Mint","English","","","2025-08-23 13:49:11.057000","433","False","False",""
"1","1","Orcish Lumberjack","ice","Near Mint","English","","","2025-08-23 13:49:47.327000","210","False","False",""
"1","1","Orcish Medicine","ltr","Near Mint","English","foil","","2025-08-23 13:49:11.057000","555","False","False",""
"1","1","Orcish Siegemaster","ltc","Near Mint","English","","","2025-08-23 13:49:11.057000","33","False","False",""
"1","1","Ordeal of Nylea","fdn","Near Mint","English","","","2026-02-15 09:34:29.130000","641","False","True",""
"1","1","Order of Yawgmoth","dde","Near Mint","English","","","2026-03-01 15:11:23.657000","11","False","False","1.20"
"1","1","Oreplate Pangolin","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","150","False","False","0.22"
"3","3","Origin of Metalbending","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","187","False","False","1.05"
"1","1","Orim's Chant","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","265","False","False","41.32"
"1","1","Orim's Chant","mh3","Near Mint","English","foil","","2026-04-02 19:47:27.573000","265","False","False","55.00"
"1","1","Ornithopter","dmr","Near Mint","English","","","2026-02-15 09:21:19.667000","233","False","True",""
"1","1","Ornithopter of Paradise","blc","Near Mint","English","","","2025-08-23 13:48:13.713000","281","False","False",""
"1","1","Ornithopter of Paradise","mh2","Near Mint","English","","","2026-02-15 09:42:44.473000","232","False","True",""
"1","1","Orzhov Basilica","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","164","False","False",""
"2","2","Orzhov Basilica","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","164","False","False",""
"1","1","Orzhov Basilica","drc","Near Mint","English","","","2026-03-05 19:30:33.273000","164","False","False","1.49"
"2","2","Orzhov Signet","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","134","False","False",""
"1","1","Orzhov Signet","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","134","False","False",""
"3","3","Ostrich-Horse","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","188","False","False","0.37"
"2","2","Otawara, Soaring City","neo","Near Mint","English","","","2026-04-24 19:18:57.867000","271","False","False",""
"4","4","Otawara, Soaring City","neo","Near Mint","English","","","2026-04-13 16:37:38.893000","271","False","True",""
"4","4","Otter-Penguin","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","67","False","False","0.82"
"1","1","Ouroboroid","eoe","Near Mint","English","","","2026-04-14 17:49:05.293000","201","False","True",""
"1","1","Outpost Siege","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","199","False","False",""
"1","1","Overclocked Electromancer","m3c","Near Mint","English","","","2025-12-25 18:47:18.820000","110","False","False",""
"1","1","Overclocked Electromancer","m3c","Near Mint","English","","","2025-04-08 16:12:26.480000","110","False","False",""
"1","1","Overflowing Basin","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","152","False","False",""
"1","1","Overflowing Basin","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","152","False","False",""
"1","1","Overflowing Basin","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","321","False","False",""
"1","1","Overgrown Farmland","tdc","Near Mint","English","","","2026-03-07 13:01:28.543000","381","False","True",""
"1","1","Overgrown Tomb","rtr","Near Mint","English","","","2026-01-20 19:34:31.080000","243","False","True",""
"1","1","Overgrown Tomb","exp","Near Mint","English","foil","","2026-02-13 21:05:06.093000","13","False","True",""
"2","2","Overgrown Tomb","ecl","Near Mint","English","","","2026-04-14 18:14:55.860000","266","False","False",""
"1","1","Overgrown Tomb","ecl","Near Mint","English","","","2026-02-15 09:16:38.393000","266","False","True",""
"1","1","Overgrown Tomb","grn","Near Mint","English","","","2026-04-24 19:17:35.287000","253","False","False",""
"1","1","Overkill","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","109","False","False","1.34"
"1","1","Overkill","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","109","False","False","1.34"
"1","1","Overmaster","dmr","Near Mint","English","","","2026-01-20 20:02:38.663000","327","False","True",""
"1","1","Oversold Cemetery","dmr","Near Mint","English","","","2026-02-12 19:49:14.013000","96","False","True",""
"2","2","Oviya Pashiri, Sage Lifecrafter","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","311","False","False","0.67"
"1","1","Ozai, the Phoenix King","tla","Near Mint","English","","","2026-01-03 15:46:31.597000","235","False","False",""
"1","1","Ozai's Cruelty","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","113","False","False","0.52"
"1","1","Pact of Negation","plst","Near Mint","English","","","2026-04-24 19:17:35.287000","A25-68","False","False",""
"1","1","Padeem, Consul of Innovation","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","109","False","False","5.61"
"1","1","Palace Jailer","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","47","False","False","2.17"
"1","1","Palace Sentinels","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","48","False","False","0.45"
"1","1","Paladin's Arms","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","28","False","False","1.27"
"2","2","Paladin's Arms","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","28","False","False","0.41"
"1","1","Paladin's Arms","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","28","False","False","0.60"
"1","1","Palantír of Orthanc","ltr","Near Mint","English","","","2026-02-12 19:50:06.127000","247","False","True",""
"1","1","Palladium Myr","m21","Near Mint","English","","","2025-08-23 13:48:13.713000","234","False","False",""
"1","1","Panharmonicon","2x2","Near Mint","English","","","2026-04-24 19:18:57.867000","310","False","False",""
"1","1","Panharmonicon","plst","Near Mint","English","","","2026-04-17 19:40:46.677000","KLD-226","False","False",""
"1","1","Panharmonicon","pip","Near Mint","English","","","2026-03-18 19:23:36.000000","237","False","False","35.64"
"1","1","Parallel Lives","wot","Near Mint","English","","","2026-04-14 18:14:27.607000","58","False","False",""
"1","1","Pariah","10e","Near Mint","English","foil","","2025-08-23 13:51:16.910000","33★","False","False",""
"2","2","Party Thrasher","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","129","False","False","3.74"
"1","1","Past in Flames","ss3","Near Mint","English","","","2026-04-13 15:47:08.447000","4","False","True",""
"1","1","Path of Ancestry","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","322","False","False",""
"1","1","Path of Ancestry","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","279","False","False",""
"1","1","Path of Ancestry","tdc","Near Mint","English","","","2025-04-08 16:09:19.083000","382","False","False",""
"1","1","Path of Ancestry","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","61","False","False",""
"1","1","Path of Ancestry","ecc","Near Mint","English","","","2026-03-01 15:11:23.657000","158","False","False","1.27"
"2","2","Path of Ancestry","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","61","False","False",""
"1","1","Path of Ancestry","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","382","False","False",""
"1","1","Path of Ancestry","plst","Near Mint","English","","","2026-03-06 07:09:54.353000","M3C-363","False","True",""
"1","1","Path of Ancestry","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","279","False","False",""
"2","2","Path of Ancestry","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","661","False","False","3.21"
"1","1","Path of Annihilation","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","165","False","False","1.87"
"1","1","Path of Discovery","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","231","False","False",""
"2","2","Path to Exile","plst","Near Mint","English","","","2026-04-24 19:18:57.867000","E02-3","False","False",""
"4","4","Path to Exile","2xm","Near Mint","English","","","2026-03-07 12:51:26.907000","25","False","True",""
"3","3","Path to Redemption","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","31","False","False","0.52"
"1","1","Pathrazer of Ulamog","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","4","False","False","5.31"
"1","1","Patriar's Seal","plst","Near Mint","English","","","2026-02-15 09:33:29.197000","CLB-332","False","True",""
"1","1","Pearl Medallion","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","401","False","False","28.40"
"1","1","Pearl-Ear, Imperial Advisor","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","39","False","False","3.06"
"1","1","Pearl-Ear, Imperial Advisor","mh3","Near Mint","English","","","2025-08-23 13:51:16.910000","39","False","False",""
"1","1","Peer into the Abyss","m21","Near Mint","English","","","2025-12-26 20:00:21.447000","117","False","True",""
"1","1","Peerless Recycling","blb","Near Mint","English","","","2025-12-25 18:44:26.810000","188","False","False",""
"1","1","Perch Protection","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","11","False","False",""
"1","1","Peregrin Took","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","181","False","False","1.49"
"1","1","Peregrine Drake","bbd","Near Mint","English","","","2025-08-23 13:50:26.263000","128","False","False",""
"3","3","Perilous Landscape","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","223","False","False","1.20"
"1","1","Perilous Landscape","tdc","Near Mint","English","","","2025-04-08 16:09:19.083000","383","False","False",""
"1","1","Perilous Landscape","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","383","False","False",""
"1","1","Perpetual Timepiece","otc","Near Mint","English","","","2026-03-05 19:30:33.273000","263","False","False","6.42"
"1","1","Perplexing Test","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","171","False","False",""
"1","1","Persist","mh2","Near Mint","English","","","2026-04-24 19:18:57.867000","96","False","False",""
"3","3","Petrifying Meddler","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","66","False","False","0.67"
"1","1","Phelia, Exuberant Shepherd","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","40","False","False","48.27"
"1","1","Phial of Galadriel","ltr","Near Mint","English","","","2025-08-23 13:49:11.057000","382","False","False",""
"1","1","Phial of Galadriel","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","248","False","False","2.69"
"1","1","Phlage, Titan of Fire's Fury","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","197","False","False","125.76"
"2","2","Phoenix Down","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","29","False","False","0.52"
"2","2","Phoenix Down","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","29","False","False","0.52"
"1","1","Phyrexian Altar","plst","Near Mint","English","","","2026-03-03 16:53:38.950000","UMA-232","False","True",""
"1","1","Phyrexian Arena","one","Near Mint","English","","","2026-03-01 15:20:15.097000","104","False","False",""
"1","1","Phyrexian Dreadnought","mir","Near Mint","English","","","2026-03-08 12:48:53.113000","315","False","False",""
"1","1","Phyrexian Gargantua","cmm","Near Mint","English","foil","","2026-03-01 15:11:23.657000","178","False","False","1.12"
"1","1","Phyrexian Gargantua","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","178","False","False","0.45"
"1","1","Phyrexian Ingester","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","111","False","False","0.37"
"1","1","Phyrexian Ironworks","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","130","False","False","0.75"
"1","1","Phyrexian Metamorph","eoc","Near Mint","English","","","2026-03-08 12:48:53.113000","75","False","False",""
"1","1","Phyrexian Reclamation","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","194","False","False",""
"1","1","Phyrexian Reclamation","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","194","False","False",""
"1","1","Phyrexian Tower","jmp","Near Mint","English","","","2026-04-17 19:40:46.677000","493","False","False",""
"1","1","Phyrexian Tower","uma","Near Mint","English","","","2026-04-24 19:18:57.867000","248","False","False",""
"1","1","Phyrexian Tower","mh3","Near Mint","English","","","2026-01-20 20:26:47.343000","303","False","True",""
"1","1","Phyrexian Tower","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","303","False","False","164.25"
"2","2","Pianna, Nomad Captain","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","50","False","False","0.45"
"1","1","Pilgrim's Eye","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","402","False","False","0.75"
"4","4","Pillar Launch","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","189","False","False","0.45"
"1","1","Pinnacle Kill-Ship","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","244","False","False","1.05"
"1","1","Pinnacle Monk // Mystic Peak","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","246","False","False","11.28"
"1","1","Pinnacle Monk // Mystic Peak","mh3","Near Mint","English","","","2026-02-12 18:59:45.910000","246","False","False","11.35"
"1","1","Pinnacle Monk // Mystic Peak","mh3","Near Mint","English","","","2025-08-23 13:48:33.477000","246","False","False",""
"1","1","Pinnacle Starcage","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","27","False","False","2.91"
"1","1","Piper Wright, Publick Reporter","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","36","False","False",""
"1","1","Piper Wright, Publick Reporter","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","36","False","False",""
"5","5","Pirate Peddlers","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","115","False","False","0.45"
"1","1","Pirate's Pillage","2x2","Near Mint","English","","","2025-08-23 13:48:33.477000","120","False","False",""
"1","1","Pir's Whim","bbd","Near Mint","English","","","2026-04-24 19:17:35.287000","73","False","False",""
"1","1","Pitiless Plunderer","rix","Near Mint","English","","","2026-04-14 17:22:17.700000","81","False","True",""
"2","2","Plague Belcher","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","97","False","False",""
"1","1","Plague Belcher","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","97","False","False",""
"1","1","Plague Myr","onc","Near Mint","English","","","2025-08-23 13:48:13.713000","139","False","False",""
"1","1","Plaguecrafter","blc","Near Mint","English","","","2026-03-05 19:30:33.273000","187","False","False","2.99"
"7","7","Plains","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","282","False","False","0.60"
"5","5","Plains","dft","Near Mint","English","","","2025-04-08 17:35:21.267000","278","False","False",""
"5","5","Plains","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","296","False","False","0.96"
"3","3","Plains","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","287","False","False","1.72"
"10","10","Plains","mh3","Near Mint","English","","","2025-12-25 18:47:18.820000","311","False","False",""
"1","1","Plains","cmm","Near Mint","English","foil","","2026-03-01 15:11:23.657000","439","False","False","3.89"
"1","1","Plains","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","438","False","False","3.36"
"1","1","Plains","fin","Near Mint","English","foil","","2026-01-03 19:33:47.777000","295","False","False","1.57"
"2","2","Plains","tdm","Near Mint","English","","","2025-04-08 16:09:19.083000","277","False","False",""
"2","2","Plains","tdm","Near Mint","English","","","2025-04-08 16:09:19.083000","278","False","False",""
"6","6","Plains","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","294","False","False","1.27"
"10","10","Plains","dft","Near Mint","English","","","2025-12-25 18:47:26.150000","278","False","False",""
"5","5","Plains","mom","Near Mint","English","","","2026-03-05 19:30:33.273000","277","False","False","0.45"
"1","1","Plains","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","296","False","False","1.72"
"4","4","Plains","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","296","False","False","0.97"
"2","2","Plains","blb","Near Mint","English","","","2025-12-25 18:44:26.810000","369","False","False",""
"1","1","Plains","fin","Near Mint","English","foil","","2026-01-03 19:33:47.777000","296","False","False","1.72"
"2","2","Plains","tdm","Near Mint","English","","","2025-12-25 18:47:35.310000","278","False","False",""
"3","3","Plains","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","295","False","False","0.82"
"6","6","Plains","fic","Near Mint","English","foil","","2026-01-03 19:33:47.777000","478","False","False","16.73"
"2","2","Plains","tdm","Near Mint","English","","","2025-12-25 18:47:35.310000","277","False","False",""
"2","2","Plains","blb","Near Mint","English","","","2025-12-25 18:44:26.810000","370","False","False",""
"1","1","Plains","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","295","False","False","1.57"
"6","6","Plains","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","294","False","False","1.27"
"10","10","Plains","mh3","Near Mint","English","","","2025-04-08 16:12:26.480000","311","False","False",""
"3","3","Plains","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","295","False","False","0.82"
"6","6","Plains","fic","Near Mint","English","foil","","2026-02-12 19:00:18.123000","478","False","False","17.01"
"1","1","Plains","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","292","False","False","2.32"
"1","1","Plan the Heist","otj","Near Mint","English","foil","","2025-08-23 13:48:33.477000","62","False","False",""
"1","1","Planar Genesis","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","198","False","False","3.44"
"1","1","Planar Genesis","mh3","Near Mint","English","","","2026-03-07 12:51:48.143000","198","False","True",""
"1","1","Planar Nexus","m3c","Near Mint","English","","","2025-08-23 13:48:13.713000","132","False","False",""
"5","5","Platypus-Bear","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","236","False","False","0.45"
"1","1","Plaza of Heroes","dmu","Near Mint","English","foil","","2025-08-23 13:49:47.327000","421","False","False",""
"1","1","Plaza of Heroes","dmu","Near Mint","English","","","2025-08-23 13:51:16.910000","252","False","False",""
"1","1","Poison the Waters","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","111","False","False","0.82"
"1","1","Poison the Waters","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","111","False","False","0.82"
